fid,tile_id,row,col,conf,class,img,x1,y1,x2,y2,x_coord,y_coord,lat,lon
27,190904,24320,377344,0.943990230560303,verdadeiro,det_190904.png,148.661651611328,0.03973388671875,256.0,256.0,695031.92,8178805.2,-16.464467854562862,-49.17310918550016
28,190904,24320,377344,0.856622517108917,verdadeiro,det_190904.png,0.0,0.0381927490234375,147.535140991211,255.933364868164,695031.92,8178805.2,-16.464467854562862,-49.17310918550016
29,192669,24576,318720,0.967053592205048,verdadeiro,det_192669.png,0.0,63.9809265136719,255.966247558594,255.932373046875,690342.0,8178784.72,-16.46503138047401,-49.21702302860478
30,192816,24576,356352,0.611266851425171,falso,det_192816.png,110.342613220215,144.024627685547,176.849334716797,196.254089355469,693352.559999999,8178784.72,-16.464789482452225,-49.188832547687156
31,200798,25600,357888,0.959602057933807,verdadeiro,det_200798.png,84.8461303710938,0.0,256.0,255.939270019531,693475.439999999,8178702.8,-16.46551971415443,-49.1876750464733
32,200798,25600,357888,0.909856617450714,verdadeiro,det_200798.png,0.0175704956054688,0.07049560546875,85.8314514160156,255.826889038086,693475.439999999,8178702.8,-16.46551971415443,-49.1876750464733
33,202784,25856,355840,0.734760642051697,falso,det_202784.png,91.7899322509766,99.9831695556641,128.084671020508,127.341690063477,693311.6,8178682.32,-16.46571803178194,-49.18920749642167
34,206805,26368,364288,0.681007921695709,falso,det_206805.png,166.508117675781,127.823547363281,221.944122314453,172.277374267578,693987.439999999,8178641.36,-16.466033307360505,-49.1828756059052
35,210653,26880,328448,0.920524477958679,verdadeiro,det_210653.png,0.0252227783203125,0.0,255.941741943359,192.749786376953,691120.24,8178600.4,-16.466634649994386,-49.209720357116765
36,210653,26880,328448,0.868177950382233,verdadeiro,det_210653.png,0.045257568359375,194.333953857422,255.79069519043,256.0,691120.24,8178600.4,-16.466634649994386,-49.209720357116765
37,220822,28160,379392,0.886483788490295,verdadeiro,det_220822.png,202.831329345703,0.0,256.0,256.0,695195.76,8178498.0,-16.467230137250894,-49.17154901098067
38,232595,29696,330496,0.824873447418213,falso,det_232595.png,152.032501220703,0.0,256.0,256.0,691284.079999999,8178375.12,-16.46865706121339,-49.20816745522858
39,234589,29952,330496,0.78578644990921,falso,det_234589.png,98.6472015380859,0.00555419921875,255.853439331055,256.0,691284.079999999,8178354.64,-16.468842109641876,-49.20816575442044
40,234590,29952,330752,0.835771977901459,falso,det_234590.png,0.081329345703125,0.0,158.24104309082,255.833068847656,691304.56,8178354.64,-16.468840468403894,-49.207973978032385
41,236642,30208,345600,0.612386405467987,falso,det_236642.png,110.652961730957,31.7800159454346,169.679931640625,89.1011047363281,692492.4,8178334.16,-16.468930023709785,-49.196849273365316
42,240570,30720,330240,0.728752791881561,falso,det_240570.png,116.2236328125,0.0,256.0,256.0,691263.6,8178293.2,-16.469398896027634,-49.20835242882042
43,240571,30720,330496,0.850448131561279,falso,det_240571.png,0.0,0.0,190.221008300781,256.0,691284.079999999,8178293.2,-16.46939725490671,-49.208160651865164
44,242564,30976,330240,0.71010559797287,falso,det_242564.png,73.8535385131836,0.0,255.910614013672,255.887451171875,691263.6,8178272.72,-16.46958394446184,-49.20835072810684
45,242565,30976,330496,0.75823712348938,falso,det_242565.png,0.435699462890625,0.0,183.074951171875,255.873245239258,691284.079999999,8178272.72,-16.469582303321456,-49.208158950969796
46,246552,31488,330240,0.75138521194458,falso,det_246552.png,22.0474395751953,0.0,183.643249511719,255.872406005859,691263.6,8178231.76,-16.46995404131993,-49.20834732661429
47,248546,31744,330240,0.823670446872711,falso,det_248546.png,0.0,0.0,128.466705322266,256.0,691263.6,8178211.28,-16.470139089743817,-49.20834562583529
48,250539,32000,329984,0.720424711704254,falso,det_250539.png,105.044372558594,0.0,255.897644042969,255.905776977539,691243.12,8178190.8,-16.47032577920703,-49.208535702920614
49,270349,34560,296704,0.659391641616821,falso,det_270349.png,89.5223541259766,122.00309753418,141.179733276367,168.195236206055,688580.72,8177986.0,-16.4723881300946,-49.23345024193315
50,272663,34816,378624,0.97787868976593,verdadeiro,det_272663.png,82.2244186401367,0.171211242675781,256.0,255.981018066406,695134.319999999,8177965.52,-16.4720463225065,-49.17207921048749
51,272663,34816,378624,0.842556476593018,verdadeiro,det_272663.png,0.0,0.06610107421875,82.2570190429688,256.0,695134.319999999,8177965.52,-16.4720463225065,-49.17207921048749
52,274657,35072,378624,0.976658999919891,verdadeiro,det_274657.png,95.8409423828125,0.09954833984375,256.0,255.966674804688,695134.319999999,8177945.04,-16.47223136717126,-49.172077475058344
53,274657,35072,378624,0.857401490211487,verdadeiro,det_274657.png,0.0131149291992188,0.0,97.3288650512695,255.982315063477,695134.319999999,8177945.04,-16.47223136717126,-49.172077475058344
54,276651,35328,378624,0.9517662525177,verdadeiro,det_276651.png,107.209228515625,0.0928955078125,256.0,255.988800048828,695134.319999999,8177924.56,-16.472416411832594,-49.17207573960694
55,276651,35328,378624,0.866807281970978,verdadeiro,det_276651.png,0.0,0.0,106.036338806152,256.0,695134.319999999,8177924.56,-16.472416411832594,-49.17207573960694
56,292337,37376,310528,0.708688497543335,falso,det_292337.png,45.5420379638672,125.968994140625,185.121429443359,237.471588134766,689686.64,8177760.72,-16.474336032448775,-49.2230754580868
57,296595,37888,379648,0.976349234580994,verdadeiro,det_296595.png,63.0982666015625,0.046661376953125,255.978088378906,256.0,695216.24,8177719.76,-16.474260157870148,-49.17129127247169
58,298388,38144,328192,0.609153866767883,falso,det_298388.png,57.5150299072266,5.8197021484375,156.465240478516,161.602874755859,691099.76,8177699.28,-16.474778426387857,-49.209837357886286
59,306520,39168,368128,0.985082030296326,verdadeiro,det_306520.png,0.0,0.018524169921875,190.425018310547,255.990417480469,694294.64,8177617.36,-16.475260602476332,-49.179912654771066
60,306520,39168,368128,0.947369813919067,verdadeiro,det_306520.png,190.145568847656,0.0,256.0,256.0,694294.64,8177617.36,-16.475260602476332,-49.179912654771066
61,308514,39424,368128,0.94619745016098,verdadeiro,det_308514.png,0.0,0.073089599609375,190.601821899414,255.980316162109,694294.64,8177596.88,-16.47544564789468,-49.179910926420185
62,308514,39424,368128,0.930459797382355,verdadeiro,det_308514.png,190.881958007812,0.0,256.0,256.0,694294.64,8177596.88,-16.47544564789468,-49.179910926420185
63,320491,40960,371456,0.923577904701233,verdadeiro,det_320491.png,0.0,0.0,255.893081665039,54.0666084289551,694560.88,8177474.0,-16.476534224258284,-49.17740740489647
64,344460,44032,381952,0.979308307170868,verdadeiro,det_344460.png,68.7569885253906,0.143409729003906,256.0,255.949249267578,695400.559999999,8177228.24,-16.478686135549957,-49.16952355353452
65,344460,44032,381952,0.92171174287796,verdadeiro,det_344460.png,0.0,0.0316314697265625,66.6042785644531,255.571334838867,695400.559999999,8177228.24,-16.478686135549957,-49.16952355353452
66,346454,44288,381952,0.669981300830841,verdadeiro,det_346454.png,0.0232772827148438,0.0,52.7610969543457,256.0,695400.559999999,8177207.76,-16.478871179832513,-49.169521814939515
67,350412,44800,374272,0.751362085342407,verdadeiro,det_350412.png,0.11663818359375,0.0,256.0,56.6225700378418,694786.16,8177166.8,-16.4792915163021,-49.17527182315681
68,352405,45056,374016,0.983612895011902,verdadeiro,det_352405.png,0.141082763671875,72.7856292724609,255.976989746094,255.948257446289,694765.679999999,8177146.32,-16.47947823339919,-49.17546187332817
69,354146,45312,309248,0.969381332397461,verdadeiro,det_354146.png,0.023406982421875,0.0213623046875,193.554473876953,256.0,689584.24,8177125.84,-16.480080716720426,-49.223982087752155
70,354146,45312,309248,0.913848280906677,verdadeiro,det_354146.png,194.298004150391,0.05224609375,256.0,256.0,689584.24,8177125.84,-16.480080716720426,-49.223982087752155
71,354330,45312,356352,0.680883169174194,falso,det_354330.png,178.113616943359,74.3580627441406,243.860321044922,127.231719970703,693352.559999999,8177125.84,-16.479778239541016,-49.188693259273606
72,356145,45568,310528,0.937544584274292,verdadeiro,det_356145.png,100.442565917969,0.02044677734375,256.0,256.0,689686.64,8177105.36,-16.4802576255256,-49.22302145450704
73,356145,45568,310528,0.805661559104919,verdadeiro,det_356145.png,0.0,0.0120849609375,100.733863830566,256.0,689686.64,8177105.36,-16.4802576255256,-49.22302145450704
74,358293,45824,349952,0.605969846248627,falso,det_358293.png,96.6295166015625,59.0289459228516,253.604125976562,188.489776611328,692840.559999999,8177084.88,-16.480189779365592,-49.19348446159955
75,367999,47104,282368,0.97646027803421,verdadeiro,det_367999.png,0.066650390625,0.0,255.951568603516,193.618041992188,687433.84,8176982.48,-16.481546025051408,-49.2441083874493
76,367999,47104,282368,0.908861696720123,verdadeiro,det_367999.png,0.0,194.784942626953,255.965057373047,256.0,687433.84,8176982.48,-16.481546025051408,-49.2441083874493
77,368000,47104,282624,0.975346744060516,verdadeiro,det_368000.png,0.0761032104492188,0.0134735107421875,256.0,183.083084106445,687454.319999999,8176982.48,-16.481544415518925,-49.243916594815175
78,370280,47360,355840,0.635471045970917,falso,det_370280.png,169.073059082031,97.3598403930664,255.991516113281,210.384857177734,693311.6,8176962.0,-16.481261929447847,-49.189063067690725
79,402172,51456,352768,0.631909549236298,falso,det_402172.png,0.304412841796875,42.1950225830078,137.015625,240.801773071289,693065.84,8176634.32,-16.4842425785008,-49.19133701548934
80,435926,55808,315904,0.980716526508331,verdadeiro,det_435926.png,0.0,63.9554214477539,255.954833984375,255.993255615234,690116.72,8176286.16,-16.487625355474723,-49.21892619784265
81,435927,55808,316160,0.978901565074921,verdadeiro,det_435927.png,0.0,62.7459106445312,256.0,255.999542236328,690137.199999999,8176286.16,-16.48762372228304,-49.21873440184117
82,457679,58624,269568,0.979879796504974,verdadeiro,det_457679.png,74.6754150390625,0.0462112426757812,256.0,256.0,686409.84,8176060.88,-16.489953648936552,-49.253623371063355
83,459673,58880,269568,0.982433319091797,verdadeiro,det_459673.png,72.905029296875,0.0439605712890625,256.0,255.938858032227,686409.84,8176040.4,-16.49013870154964,-49.25362171112315
84,461667,59136,269568,0.98425018787384,verdadeiro,det_461667.png,72.1844787597656,0.0531997680664062,256.0,256.0,686409.84,8176019.92,-16.4903237541593,-49.25362005116169
85,463661,59392,269568,0.981505334377289,verdadeiro,det_463661.png,72.0520629882812,0.054718017578125,256.0,256.0,686409.84,8175999.44,-16.490508806765522,-49.253618391178954
86,465655,59648,269568,0.969903945922852,verdadeiro,det_465655.png,91.8238220214844,0.0201797485351562,256.0,255.984649658203,686409.84,8175978.96,-16.490693859368314,-49.25361673117496
87,465655,59648,269568,0.935697674751282,verdadeiro,det_465655.png,0.0,0.049102783203125,90.6731948852539,255.953277587891,686409.84,8175978.96,-16.490693859368314,-49.25361673117496
88,465692,59648,279040,0.639654994010925,falso,det_465692.png,2.19237518310547,0.287216186523438,114.555473327637,106.806091308594,687167.6,8175978.96,-16.49063448011094,-49.24652004842405
89,465994,59648,356352,0.976283073425293,verdadeiro,det_465994.png,0.0503921508789062,0.0,255.991302490234,189.7802734375,693352.559999999,8175978.96,-16.49014082383435,-49.188596876527896
90,469679,60160,278784,0.699371755123138,falso,det_469679.png,0.0,52.997688293457,106.718765258789,203.867614746094,687147.12,8175938.0,-16.491006191945196,-49.24670851709437
91,503534,64512,267776,0.976384222507477,verdadeiro,det_503534.png,0.0,0.1776123046875,190.777587890625,255.965362548828,686266.48,8175589.84,-16.494221067547567,-49.25492783021355
92,507841,65024,349440,0.967335522174835,verdadeiro,det_507841.png,115.064453125,0.04217529296875,256.0,256.0,692799.6,8175548.88,-16.494071588328946,-49.19373929920008
93,507841,65024,349440,0.892365396022797,verdadeiro,det_507841.png,0.0,0.0,115.177154541016,255.991485595703,692799.6,8175548.88,-16.494071588328946,-49.19373929920008
94,509835,65280,349440,0.97607284784317,verdadeiro,det_509835.png,108.049560546875,0.062408447265625,256.0,255.981231689453,692799.6,8175528.4,-16.49425663483702,-49.193737581904834
95,509835,65280,349440,0.883377850055695,verdadeiro,det_509835.png,0.0115890502929688,0.052276611328125,107.283851623535,256.0,692799.6,8175528.4,-16.49425663483702,-49.193737581904834
96,511829,65536,349440,0.95411342382431,verdadeiro,det_511829.png,125.326263427734,0.0363388061523438,256.0,256.0,692799.6,8175507.92,-16.494441681341655,-49.1937358645876
97,511829,65536,349440,0.847806572914124,verdadeiro,det_511829.png,0.0,0.0,127.775230407715,256.0,692799.6,8175507.92,-16.494441681341655,-49.1937358645876
98,513823,65792,349440,0.97003585100174,verdadeiro,det_513823.png,0.0,0.0326004028320312,144.772247314453,256.0,692799.6,8175487.44,-16.494626727842828,-49.19373414724836
99,513823,65792,349440,0.933190584182739,verdadeiro,det_513823.png,141.953704833984,0.059783935546875,255.968566894531,255.969604492188,692799.6,8175487.44,-16.494626727842828,-49.19373414724836
100,515499,66048,268032,0.963666617870331,verdadeiro,det_515499.png,0.0,0.0428543090820312,145.025756835938,255.963684082031,686286.959999999,8175466.96,-16.49532978257113,-49.2547260676469
101,515499,66048,268032,0.892296314239502,verdadeiro,det_515499.png,144.62548828125,0.0,256.0,256.0,686286.959999999,8175466.96,-16.49532978257113,-49.2547260676469
102,515817,66048,349440,0.980788111686707,verdadeiro,det_515817.png,0.0,0.052154541015625,163.531524658203,255.980438232422,692799.6,8175466.96,-16.49481177434058,-49.19373242988713
103,515817,66048,349440,0.943967819213867,verdadeiro,det_515817.png,161.088439941406,0.0,256.0,255.97785949707,692799.6,8175466.96,-16.49481177434058,-49.19373242988713
104,517493,66304,268032,0.971600234508514,verdadeiro,det_517493.png,0.0115966796875,0.123016357421875,149.345855712891,255.988220214844,686286.959999999,8175446.48,-16.495514835198456,-49.254724408182874
105,517493,66304,268032,0.968412518501282,verdadeiro,det_517493.png,149.260406494141,0.057708740234375,256.0,256.0,686286.959999999,8175446.48,-16.495514835198456,-49.254724408182874
106,517811,66304,349440,0.974710822105408,verdadeiro,det_517811.png,0.0,0.0430374145507812,189.613647460938,256.0,692799.6,8175446.48,-16.494996820834874,-49.1937307125039
107,517811,66304,349440,0.791301369667053,verdadeiro,det_517811.png,189.490081787109,0.0,256.0,256.0,692799.6,8175446.48,-16.494996820834874,-49.1937307125039
108,519622,66560,302592,0.626675426959991,falso,det_519622.png,149.314727783203,112.127044677734,256.0,256.0,689051.76,8175426.0,-16.495482144284306,-49.22882890716336
109,519789,66560,345344,0.645360469818115,falso,det_519789.png,66.1302642822266,102.108459472656,103.944808959961,139.376037597656,692471.92,8175426.0,-16.49520835582511,-49.19679781068956
110,527463,67584,268032,0.977601408958435,verdadeiro,det_527463.png,0.0,0.0868377685546875,181.734375,255.902542114258,686286.959999999,8175344.08,-16.496440098283664,-49.25471611054389
111,527463,67584,268032,0.927547931671143,verdadeiro,det_527463.png,182.101684570312,0.051483154296875,256.0,256.0,686286.959999999,8175344.08,-16.496440098283664,-49.25471611054389
112,527782,67584,349696,0.610310792922974,verdadeiro,det_527782.png,0.0,0.0,59.7618141174316,255.662841796875,692820.079999999,8175344.08,-16.49592039615138,-49.193530323741754
113,529457,67840,268032,0.979031383991241,verdadeiro,det_529457.png,0.0,0.0780029296875,179.558197021484,255.897918701172,686286.959999999,8175323.6,-16.49662515089041,-49.25471445095233
114,529457,67840,268032,0.937494814395905,verdadeiro,det_529457.png,178.977752685547,0.0,255.995758056641,256.0,686286.959999999,8175323.6,-16.49662515089041,-49.25471445095233
115,535758,68608,349696,0.983647763729095,verdadeiro,det_535758.png,0.0,0.0527572631835938,178.507369995117,256.0,692820.079999999,8175262.16,-16.496660581946813,-49.1935234528204
116,535758,68608,349696,0.929971277713776,verdadeiro,det_535758.png,177.825897216797,0.0751876831054688,256.0,256.0,692820.079999999,8175262.16,-16.496660581946813,-49.1935234528204
117,537752,68864,349696,0.985916435718536,verdadeiro,det_537752.png,0.0,0.050537109375,193.703735351562,256.0,692820.079999999,8175241.68,-16.49684562838706,-49.19352173503507
118,537752,68864,349696,0.937524259090424,verdadeiro,det_537752.png,193.601318359375,0.04193115234375,256.0,256.0,692820.079999999,8175241.68,-16.49684562838706,-49.19352173503507
119,541653,69376,327424,0.736221492290497,verdadeiro,det_541653.png,0.068878173828125,0.0,255.031341552734,63.724193572998,691038.319999999,8175200.72,-16.49735924371463,-49.21020522426468
120,545710,69888,345088,0.617417812347412,verdadeiro,det_545710.png,0.0714263916015625,0.0,255.686462402344,53.994800567627,692451.439999999,8175159.76,-16.497615618261964,-49.1969673238341
121,551428,70656,277504,0.714852631092072,falso,det_551428.png,80.5350799560547,153.742309570312,137.65966796875,223.226470947266,687044.72,8175098.32,-16.498601358865717,-49.24759921677774
122,551711,70656,349952,0.926980316638947,verdadeiro,det_551711.png,0.0,0.0,56.3548431396484,256.0,692840.559999999,8175098.32,-16.498139295857836,-49.193317906241916
123,553705,70912,349952,0.973316252231598,verdadeiro,det_553705.png,68.9786987304688,0.0,255.995269775391,256.0,692840.559999999,8175077.84,-16.498324342250914,-49.19331618809842
124,563645,72192,342272,0.619010984897614,falso,det_563645.png,36.1948394775391,132.451141357422,85.4710235595703,189.599822998047,692226.16,8174975.44,-16.499299226671717,-49.19906174979722
125,565639,72448,342272,0.646639764308929,falso,det_565639.png,0.336280822753906,0.0238723754882812,92.7255477905273,85.6160659790039,692226.16,8174954.96,-16.499484273631857,-49.19906003698704
126,585488,75008,318976,0.708597123622894,falso,det_585488.png,31.6982955932617,0.08270263671875,122.948417663574,131.781692504883,690362.48,8174750.16,-16.50148440740481,-49.21649747387631
127,587483,75264,319232,0.63604873418808,falso,det_587483.png,0.0,67.6227722167969,102.686668395996,160.156799316406,690382.959999999,8174729.68,-16.5016678193268,-49.21630396782326
128,593593,76032,352000,0.947062730789185,verdadeiro,det_593593.png,0.0,0.0,131.193176269531,256.0,693004.4,8174668.24,-16.502011999647717,-49.191747361354395
129,593593,76032,352000,0.924400806427002,verdadeiro,det_593593.png,130.206390380859,0.0733261108398438,256.0,256.0,693004.4,8174668.24,-16.502011999647717,-49.191747361354395
130,595517,76288,334080,0.713542103767395,verdadeiro,det_595517.png,62.5132675170898,0.0161209106445312,255.967681884766,255.988098144531,691570.8,8174647.76,-16.502312775925667,-49.20517222017299
131,595587,76288,352000,0.953420460224152,verdadeiro,det_595587.png,141.771575927734,0.0928726196289062,256.0,256.0,693004.4,8174647.76,-16.502197045811418,-49.19174564129115
132,597558,76544,346112,0.647828876972198,falso,det_597558.png,113.367736816406,13.5541572570801,157.195281982422,59.6001319885254,692533.36,8174627.28,-16.502420213054773,-49.19615550373654
133,597581,76544,352000,0.966735005378723,verdadeiro,det_597581.png,0.0006103515625,0.0370864868164062,131.959930419922,256.0,693004.4,8174627.28,-16.502382091971665,-49.19174392120588
134,597581,76544,352000,0.962171673774719,verdadeiro,det_597581.png,132.155548095703,0.0617904663085938,256.0,255.975860595703,693004.4,8174627.28,-16.502382091971665,-49.19174392120588
135,599575,76800,352000,0.968375504016876,verdadeiro,det_599575.png,122.266479492188,0.045318603515625,256.0,255.939788818359,693004.4,8174606.8,-16.50256713812848,-49.19174220109859
136,599575,76800,352000,0.965104341506958,verdadeiro,det_599575.png,0.0,0.04766845703125,123.722915649414,255.481811523438,693004.4,8174606.8,-16.50256713812848,-49.19174220109859
137,605408,77568,313856,0.768254458904266,verdadeiro,det_605408.png,0.0574951171875,0.0,256.0,63.5375747680664,689952.88,8174545.36,-16.50336759618211,-49.22031673720703
138,605538,77568,347136,0.618742048740387,falso,det_605538.png,53.0324478149414,127.767913818359,204.334136962891,239.259979248047,692615.28,8174545.36,-16.503153776079472,-49.19538140444383
139,613532,78592,351744,0.902070045471191,verdadeiro,det_613532.png,0.0339736938476562,0.0,51.6974487304688,256.0,692983.92,8174463.44,-16.503864120659024,-49.19192196888276
140,657117,84224,279296,0.972965061664581,verdadeiro,det_657117.png,77.583381652832,0.0,256.0,256.0,687188.079999999,8174012.88,-16.508397836472255,-49.246168122511975
141,657117,84224,279296,0.850855469703674,verdadeiro,det_657117.png,0.0,0.0,77.3709182739258,256.0,687188.079999999,8174012.88,-16.508397836472255,-49.246168122511975
142,671333,86016,345344,0.68398642539978,verdadeiro,det_671333.png,126.06787109375,0.0,256.0,256.0,692471.92,8173869.52,-16.50927190288831,-49.19666744509694
143,673357,86272,353024,0.976328432559967,verdadeiro,det_673357.png,64.8232116699219,0.1082763671875,255.990142822266,256.0,693086.319999999,8173849.04,-16.509407201275156,-49.19091128338656
144,673357,86272,353024,0.92273998260498,verdadeiro,det_673357.png,0.0,0.0485763549804688,70.7334899902344,256.0,693086.319999999,8173849.04,-16.509407201275156,-49.19091128338656
145,675351,86528,353024,0.972014546394348,verdadeiro,det_675351.png,91.7188415527344,0.10552978515625,255.985748291016,255.94970703125,693086.319999999,8173828.56,-16.509592247222454,-49.19090956171311
146,675351,86528,353024,0.780152082443237,verdadeiro,det_675351.png,0.0,0.122940063476562,92.4931030273438,255.957077026367,693086.319999999,8173828.56,-16.509592247222454,-49.19090956171311
147,701277,89856,354048,0.976757109165192,verdadeiro,det_701277.png,105.745422363281,0.0468292236328125,256.0,255.975448608398,693168.24,8173562.32,-16.511991198075844,-49.19011990983644
148,701277,89856,354048,0.941413938999176,verdadeiro,det_701277.png,0.009185791015625,0.0,105.790435791016,256.0,693168.24,8173562.32,-16.511991198075844,-49.19011990983644
149,703271,90112,354048,0.973368585109711,verdadeiro,det_703271.png,109.230110168457,0.0938796997070312,256.0,255.994079589844,693168.24,8173541.84,-16.512176243896267,-49.19011818712512
150,705265,90368,354048,0.975406169891357,verdadeiro,det_705265.png,104.531623840332,0.103515625,256.0,255.998809814453,693168.24,8173521.36,-16.512361289713233,-49.19011646439177
151,705265,90368,354048,0.879493832588196,verdadeiro,det_705265.png,0.016845703125,0.0,104.588790893555,256.0,693168.24,8173521.36,-16.512361289713233,-49.19011646439177
152,706867,90624,253696,0.851635336875916,verdadeiro,det_706867.png,0.0741729736328125,0.0381088256835938,255.871948242188,51.6283493041992,685140.079999999,8173500.88,-16.513184301955537,-49.26530888469684
153,707259,90624,354048,0.977237403392792,verdadeiro,det_707259.png,85.45068359375,0.0548248291015625,256.0,255.939697265625,693168.24,8173500.88,-16.51254633552676,-49.190114741636364
154,707259,90624,354048,0.876347720623016,verdadeiro,det_707259.png,0.0058975219726562,0.0,85.650390625,256.0,693168.24,8173500.88,-16.51254633552676,-49.190114741636364
155,726990,93184,300544,0.714369118213654,falso,det_726990.png,96.0640106201172,113.850189208984,158.487487792969,175.736633300781,688887.92,8173296.08,-16.514740338890128,-49.23018823617603
156,728833,93440,261888,0.721649527549744,falso,det_728833.png,77.3229522705078,143.642639160156,124.430587768555,186.2978515625,685795.439999999,8173275.6,-16.51516881656765,-49.25915223410903
157,736754,94464,247808,0.834682881832123,verdadeiro,det_736754.png,0.0,0.0461044311523438,256.0,62.0128173828125,684669.04,8173193.68,-16.515996700447268,-49.26969617950474
158,736757,94464,248576,0.980350911617279,verdadeiro,det_736757.png,0.0801315307617188,61.9371109008789,255.999084472656,255.972198486328,684730.48,8173193.68,-16.51599193200811,-49.269120691949645
159,736757,94464,248576,0.825238168239594,verdadeiro,det_736757.png,0.06854248046875,0.0484809875488281,255.968688964844,58.7810401916504,684730.48,8173193.68,-16.51599193200811,-49.269120691949645
